case_id,case_group,behavior,expected_dispatch_code,expected_reason,source_exact10_json,oracle_exact10_json,unified_exact13_json,formal_call_count,oracle_call_count,case_passed
STANDALONE_CASE_029_context_set,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_030_context_frozenset,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_031_context_wrong_order,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_032_context_missing_member,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_033_context_duplicate,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_034_context_distance_only,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_035_context_unknown,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_036_context_str_subclass,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_037_context_extra_member,standalone_exact37,exact10_to_exact13,,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
CANDIDATE_non_mapping,adapter_candidate_invalid,adapter_generated_exact13,,ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",0,0,true
CANDIDATE_field_missing,adapter_candidate_invalid,adapter_generated_exact13,,covalent_event_evidence_missing,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""covalent_event_evidence_missing"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",0,0,true
CANDIDATE_value_none,adapter_candidate_invalid,adapter_generated_exact13,,covalent_event_evidence_missing,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""covalent_event_evidence_missing"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",0,0,true
CANDIDATE_value_builtin_empty,adapter_candidate_invalid,adapter_generated_exact13,,covalent_event_evidence_missing,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""covalent_event_evidence_missing"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",0,0,true
ROUTING_batch_context,routing_dispatch,exact6_no_partial_result,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_BATCH_CONTEXT_MUST_BE_NONE,,,,0,0,true
ROUTING_evaluation_context,routing_dispatch,exact6_no_partial_result,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_EVALUATION_CONTEXT_MAPPING_REQUIRED,,,,0,0,true
ROUTING_evaluation_context_key,routing_dispatch,exact6_no_partial_result,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_ALLOWED_COVALENT_EVIDENCE_CLASSES_REQUIRED,,,,0,0,true
ROUTING_download_result_context,routing_dispatch,exact6_no_partial_result,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_DOWNLOAD_RESULT_CONTEXT_MUST_BE_NONE,,,,0,0,true
ROUTING_stage_authorization_context,routing_dispatch,exact6_no_partial_result,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID,ADMIT_007_STAGE_AUTHORIZATION_CONTEXT_MUST_BE_NONE,,,,0,0,true
SOURCE_wrong_type,source_validation_failure,oracle_not_called_no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,,,,1,0,true
SOURCE_subclass,source_validation_failure,oracle_not_called_no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,,,,1,0,true
SOURCE_invariant,source_validation_failure,oracle_not_called_no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,,,,1,0,true
SOURCE_oracle_mismatch,source_validation_failure,no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",,,1,1,true
PROJECTION_explicit_passed,projection_semantics,projection_frozen,,,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
PROJECTION_distance_blocked,projection_semantics,projection_frozen,,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE"",""canonical_covalent_event_evidence_source"":""distance_only_inference"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""distance_only_inference""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE"",""canonical_covalent_event_evidence_source"":""distance_only_inference"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""distance_only_inference""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE"",""normalized_values"":[[""covalent_event_evidence_source"",""distance_only_inference""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""distance_only_inference""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
PROJECTION_scalar_invalid,projection_semantics,projection_frozen,,COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""COVALENT_EVENT_EVIDENCE_SOURCE_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
PROJECTION_context_invalid_canonical_retained,projection_semantics,projection_frozen,,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_007"",""admission_rule_name"":""distance_only_inference_forbidden"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""normalized_values"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_007_unified_adapter_v1""}",1,1,true
BOUNDARY_current_exact6,runtime_boundary,registry_unchanged,,,,,,0,0,true
BOUNDARY_admit007_not_registered,runtime_boundary,handler_not_implemented_runtime_unchanged,,,,,,0,0,true
