case_id,case_group,scalar_input_kind,scalar_input_display,context_input_kind,context_input_display,expected_outcome,expected_reason,observed_outcome,observed_reason,expected_canonical_evidence_source,observed_canonical_evidence_source,expected_validated_candidate_fields,observed_validated_candidate_fields,consumed_candidate_fields,consumed_context_items,evaluator_io_used,expected_full_result,observed_full_result,independent_oracle_full_result,case_passed
CASE_028_context_list,context,str,"""explicit_structure_bond_record""",list,"list:[""explicit_structure_bond_record"", ""explicit_curated_covalent_annotation""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_029_context_set,context,str,"""explicit_structure_bond_record""",set,"set:[""explicit_curated_covalent_annotation"", ""explicit_structure_bond_record""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_030_context_frozenset,context,str,"""explicit_structure_bond_record""",frozenset,"frozenset:[""explicit_curated_covalent_annotation"", ""explicit_structure_bond_record""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_031_context_wrong_order,context,str,"""explicit_structure_bond_record""",wrong_order,"tuple:[""explicit_curated_covalent_annotation"", ""explicit_structure_bond_record""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_032_context_missing_member,context,str,"""explicit_structure_bond_record""",missing_member,"tuple:[""explicit_structure_bond_record""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_033_context_duplicate,context,str,"""explicit_structure_bond_record""",duplicate,"tuple:[""explicit_structure_bond_record"", ""explicit_structure_bond_record""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_034_context_distance_only,context,str,"""explicit_structure_bond_record""",distance_only,"tuple:[""explicit_structure_bond_record"", ""explicit_curated_covalent_annotation"", ""distance_only_inference""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_035_context_unknown,context,str,"""explicit_structure_bond_record""",unknown,"tuple:[""explicit_structure_bond_record"", ""explicit_curated_covalent_annotation"", ""unknown""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_036_context_str_subclass,context,str,"""explicit_structure_bond_record""",str_subclass,"tuple:[""explicit_structure_bond_record"", ""explicit_curated_covalent_annotation""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
CASE_037_context_extra_member,context,str,"""explicit_structure_bond_record""",extra_member,"tuple:[""explicit_structure_bond_record"", ""explicit_curated_covalent_annotation"", ""explicit_database_bond""]",invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,explicit_structure_bond_record,explicit_structure_bond_record,"[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]","[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]]",covalent_event_evidence_source,allowed_covalent_evidence_classes,false,"{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_007"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID"",""canonical_covalent_event_evidence_source"":""explicit_structure_bond_record"",""validated_candidate_fields"":[[""covalent_event_evidence_source"",""explicit_structure_bond_record""]],""consumed_candidate_fields"":[""covalent_event_evidence_source""],""consumed_context_items"":[""allowed_covalent_evidence_classes""],""evaluator_io_used"":false}",true
