case_order,case_id,case_group,assertion_kind,inherited_case_id,download_result_status_representation,observed_http_status_representation,observed_content_length_bytes_representation,observed_sha256_representation,expected_content_length_bytes_representation,expected_sha256_representation,explicit_integrity_verdict_representation,expected_outcome,expected_reason,expected_canonical_download_result_record,expected_canonical_integrity_authority_record,expected_validated_download_result_fields,expected_validated_integrity_authority_fields,expected_consumed_download_result_fields,expected_consumed_integrity_authority_fields,expected_passed,expected_blocks_candidate,expected_evaluator_io_used,observed_design_result,case_passed
33,CONTENT_POSITIVE,observed_content_length_boundary,formal_interface_projection,,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
34,OBSERVED_SHA_NONE,observed_sha256_validation,formal_interface_projection,,'success',200,10,None,<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_TYPE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
35,OBSERVED_SHA_BYTES,observed_sha256_validation,formal_interface_projection,,'success',200,10,<bytes:'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'>,<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_TYPE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
36,OBSERVED_SHA_STR_SUBCLASS,observed_sha256_validation,formal_interface_projection,,'success',200,10,<str-subclass:'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'>,<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_TYPE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
37,OBSERVED_SHA_UPPERCASE,observed_sha256_validation,formal_interface_projection,,'success',200,10,'0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_FORMAT_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
38,OBSERVED_SHA_LENGTH_63,observed_sha256_validation,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcde',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_FORMAT_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
39,OBSERVED_SHA_LENGTH_65,observed_sha256_validation,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef0',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_FORMAT_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
40,OBSERVED_SHA_NON_HEX,observed_sha256_validation,formal_interface_projection,,'success',200,10,'g123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_FORMAT_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
41,OBSERVED_SHA_WHITESPACE,observed_sha256_validation,formal_interface_projection,,'success',200,10,' 0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcde',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,OBSERVED_SHA256_FORMAT_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
42,OBSERVED_SHA_VALID_GRAMMAR_NOT_SELF_AUTHORITY,observed_sha256_validation,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,<MISSING>,<MISSING>,blocked,INTEGRITY_AUTHORITY_MISSING,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'INTEGRITY_AUTHORITY_MISSING', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
43,EXPECTED_LENGTH_MISSING,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
44,EXPECTED_LENGTH_NONE,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
45,EXPECTED_LENGTH_BOOL,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',False,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
46,EXPECTED_LENGTH_INT_SUBCLASS,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<int-subclass:10>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
47,EXPECTED_LENGTH_NEGATIVE,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',-1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_CONTENT_LENGTH_BYTES_RANGE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_RANGE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
48,EXPECTED_LENGTH_ZERO,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',0,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,blocked,OBSERVED_CONTENT_LENGTH_MISMATCH,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 0), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_CONTENT_LENGTH_MISMATCH', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 0), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
49,EXPECTED_LENGTH_MATCH,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 10), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 10), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
50,EXPECTED_LENGTH_MISMATCH,expected_content_length_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',11,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,blocked,OBSERVED_CONTENT_LENGTH_MISMATCH,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_content_length_bytes', 11), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_CONTENT_LENGTH_MISMATCH', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_content_length_bytes', 11), ('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
51,EXPECTED_SHA_MISSING,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,<MISSING>,'verified',passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('explicit_integrity_verdict', 'verified'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('explicit_integrity_verdict',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('explicit_integrity_verdict', 'verified'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('explicit_integrity_verdict',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
52,EXPECTED_SHA_NONE,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,None,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
53,EXPECTED_SHA_BYTES,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,<bytes:'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'>,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
54,EXPECTED_SHA_STR_SUBCLASS,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,<str-subclass:'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'>,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
55,EXPECTED_SHA_UPPERCASE,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF',<MISSING>,invalid,EXPECTED_SHA256_FORMAT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_FORMAT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
56,EXPECTED_SHA_WRONG_LENGTH,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcde',<MISSING>,invalid,EXPECTED_SHA256_FORMAT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_FORMAT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
