case_id,case_group,scalar_input_kind,scalar_input_display,context_input_kind,context_input_display,expected_full_result,observed_full_result,committed_oracle_full_result,production_oracle_equality,case_passed
CASE_021_leading_digit,empty_syntax,str,"""1approved""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_SYNTAX_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_SYNTAX_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_SYNTAX_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_022_unknown_valid,unknown,str,"""unregistered_disposition""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_023_unknown_approved_looking,unknown,str,"""approved_manual_review""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_024_unknown_manual_review_looking,unknown,str,"""manual_review_approved""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_025_unknown_other,unknown,str,"""other""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_026_unknown_unknown,unknown,str,"""unknown""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_027_context_exact_tuple,context,str,"""approved_restoration_template""",exact_tuple,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_028_context_none,context,str,"""approved_restoration_template""",none,NoneType:None,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_029_context_list,context,str,"""approved_restoration_template""",list,"list:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_030_context_set,context,str,"""approved_restoration_template""",set,"set:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_031_context_frozenset,context,str,"""approved_restoration_template""",frozenset,"frozenset:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_032_context_reversed,context,str,"""approved_restoration_template""",reversed,"tuple:[""explicit_manual_review_approved"", ""approved_restoration_template""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_033_context_missing,context,str,"""approved_restoration_template""",missing,"tuple:[""approved_restoration_template""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_034_context_duplicate,context,str,"""approved_restoration_template""",duplicate,"tuple:[""approved_restoration_template"", ""approved_restoration_template""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_035_context_blocked_added,context,str,"""approved_restoration_template""",blocked_added,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved"", ""manual_review_required""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_036_context_unknown,context,str,"""approved_restoration_template""",unknown,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved"", ""unknown""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_037_context_str_subclass_member,context,str,"""approved_restoration_template""",str_subclass_member,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
CASE_038_context_extra,context,str,"""approved_restoration_template""",extra,"tuple:[""approved_restoration_template"", ""explicit_manual_review_approved"", ""explicit_approval""]","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_CONTENT_INVALID"",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}",true,true
